Database|Substrate|Substrate SMILES|Product|Product SMILES|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes
DrugBank|Miltefosine|CCCCCCCCCCCCCCCCOP([O-])(=O)OCC[N+](C)(C)C|Choline|C[N+](C)(C)CCO|Phospholipase D1|||||||||||||||||||||||||
DrugBank|Sodium oxybate|[Na+].OCCCC([O-])=O|Succinic Semialdehyde|OC(=O)CCC=O|Hydroxyacid-oxoacid transhydrogenase, mitochondrial|||||||||||||||||||||||||
DrugBank|Succinic Semialdehyde|OC(=O)CCC=O|Succinic Acid|OC(=O)CCC(O)=O|Succinate-semialdehyde dehydrogenase, mitochondrial|||||||||||||||||||||||||
DrugBank|BIBF 1202|B[I]BF|BIBF 1202 glucuronide|B[I]BF|UGT1A1|UGT1A7|UGT1A8|UGT1A10||||||||||||||||||||||
DrugBank|Sodium Nitrite|[Na+].[O-]N=O|Nitric Oxide|[N]=O|Hemoglobin subunit alpha|Hemoglobin subunit beta||||||||||||||||||||||||
DrugBank|Sodium Nitrite|[Na+].[O-]N=O|Nitrate|[O-][N+]([O-])=O|Hemoglobin subunit alpha|Hemoglobin subunit beta||||||||||||||||||||||||
DrugBank|acetaldehyde|CC=O|Acetate|CC([O-])=O|Aldehyde dehydrogenase, mitochondrial|||||||||||||||||||||||||
DrugBank|Tegafur|FC1=CN(C2CCCO2)C(=O)NC1=O|Fluorouracil|FC1=CNC(=O)NC1=O|CYP2A6|CYP1A2|CYP2C8|||||||||||||||||||||||
DrugBank|Tenofovir alafenamide|CC(C)OC(=O)[C@H](C)N[P@](=O)(CO[C@H](C)CN1C=NC2=C(N)N=CN=C12)OC1=CC=CC=C1|Tenofovir|C[C@H](CN1C=NC2=C(N)N=CN=C12)OCP(O)(O)=O|Lysosomal protective protein|Liver carboxylesterase 1||||||||||||||||||||||||
DrugBank|Glucose|OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O|Glucose-6-phosphate|O[C@H](COP(O)(O)=O)[C@H](O)[C@H](O)[C@@H](O)C=O|Hexokinase-1|||||||||||||||||||||||||
DrugBank|Methyl salicylate|COC(=O)C1=CC=CC=C1O|Salicylic acid|OC(=O)C1=CC=CC=C1O|Liver esterases|||||||||||||||||||||||||
DrugBank|Selenious acid|O[Se](O)=O|Hydrogen Selenide|[SeH2]|Thioredoxin reductase 1, cytoplasmic|||||||||||||||||||||||||
DrugBank|Selenocysteine|N[C@@H](C[SeH])C(O)=O|Methyl-selenol|C[SeH]|Selenocysteine lyase|||||||||||||||||||||||||
DrugBank|Roquinimex|CN(C(=O)C1=C(O)C2=C(C=CC=C2)N(C)C1=O)C1=CC=CC=C1|4,8-dihydroxy-N,1-dimethyl-2-oxo-N-phenyl-1,2-dihydroquinoline-3-carboxamide|CN(C(=O)C1=C(O)C2=C(N(C)C1=O)C(O)=CC=C2)C1=CC=CC=C1|CYP3A4|||||||||||||||||||||||||
DrugBank|Roquinimex|CN(C(=O)C1=C(O)C2=C(C=CC=C2)N(C)C1=O)C1=CC=CC=C1|4,7-dihydroxy-N,1-dimethyl-2-oxo-N-phenyl-1,2-dihydroquinoline-3-carboxamide|CN(C(=O)C1=C(O)C2=C(C=C(O)C=C2)N(C)C1=O)C1=CC=CC=C1|CYP3A4|||||||||||||||||||||||||
DrugBank|Roquinimex|CN(C(=O)C1=C(O)C2=C(C=CC=C2)N(C)C1=O)C1=CC=CC=C1|4,6-dihydroxy-N,1-dimethyl-2-oxo-N-phenyl-1,2-dihydroquinoline-3-carboxamide|CN(C(=O)C1=C(O)C2=C(C=CC(O)=C2)N(C)C1=O)C1=CC=CC=C1|CYP3A4|||||||||||||||||||||||||
DrugBank|Roquinimex|CN(C(=O)C1=C(O)C2=C(C=CC=C2)N(C)C1=O)C1=CC=CC=C1|4-hydroxy-N-methyl-2-oxo-N-phenyl-1,2-dihydroquinoline-3-carboxamide|CN(C(=O)C1=C(O)C2=C(NC1=O)C=CC=C2)C1=CC=CC=C1|CYP3A4|||||||||||||||||||||||||
DrugBank|Roquinimex|CN(C(=O)C1=C(O)C2=C(C=CC=C2)N(C)C1=O)C1=CC=CC=C1|4-hydroxy-1-methyl-2-oxo-N-phenyl-1,2-dihydroquinoline-3-carboxamide|CN1C(=O)C(C(=O)NC2=CC=CC=C2)=C(O)C2=C1C=CC=C2|CYP3A4|||||||||||||||||||||||||
DrugBank|Roquinimex|CN(C(=O)C1=C(O)C2=C(C=CC=C2)N(C)C1=O)C1=CC=CC=C1|4-hydroxy-N-(4-hydroxyphenyl)-N,1-dimethyl-2-oxo-1,2-dihydroquinoline-3-carboxamide|CN(C(=O)C1=C(O)C2=C(C=CC=C2)N(C)C1=O)C1=CC=C(O)C=C1|CYP3A4|||||||||||||||||||||||||
DrugBank|Imidacloprid|[O-][N+](=O)\N=C1/NCCN1CC1=CC=C(Cl)N=C1|1H-Imidazol-2-amine, 1-((6-chloro-3-pyridinyl)methyl)-4,5-dihydro-N-nitroso-|ClC1=CC=C(CN2CCN=C2NN=O)C=N1|CYP2B6|CYP2D6|CYP2E1|CYP3A4||||||||||||||||||||||
DrugBank|Toluene|CC1=CC=CC=C1|Benzyl alcohol|OCC1=CC=CC=C1|CYP2E1|CYP2B6|CYP2C8|CYP1A2|CYP1A1|||||||||||||||||||||
DrugBank|Toluene|CC1=CC=CC=C1|o-Cresol|CC1=C(O)C=CC=C1|CYP1A2|||||||||||||||||||||||||
DrugBank|Toluene|CC1=CC=CC=C1|P-Cresol|CC1=CC=C(O)C=C1|CYP2C8|CYP1A2||||||||||||||||||||||||
DrugBank|Ebastine|CC(C)(C)C1=CC=C(C=C1)C(=O)CCCN1CCC(CC1)OC(C1=CC=CC=C1)C1=CC=CC=C1|4-(4-tert-butylphenyl)-4-oxobutanal|CC(C)(C)C1=CC=C(C=C1)C(=O)CCC=O|CYP3A4|||||||||||||||||||||||||
DrugBank|M-chlorophenylpiperazine|ClC1=CC(=CC=C1)N1CCNCC1|2-chloro-4-(piperazin-1-yl)phenol|OC1=C(Cl)C=C(C=C1)N1CCNCC1|CYP2D6|||||||||||||||||||||||||
DrugBank|Lisofylline|C[C@@H](O)CCCCN1C(=O)N(C)C2=C(N(C)C=N2)C1=O|Pentoxifylline|CN1C=NC2=C1C(=O)N(CCCCC(C)=O)C(=O)N2C|CYP1A2|||||||||||||||||||||||||
DrugBank|Trofosfamide|ClCCN(CCCl)P1(=O)OCCCN1CCCl|Ifosfamide|ClCCNP1(=O)OCCCN1CCCl|CYP3A4|CYP2B6||||||||||||||||||||||||
DrugBank|Trichloroethylene|ClC=C(Cl)Cl|Chloral hydrate|OC(O)C(Cl)(Cl)Cl|CYP2E1|CYP1A2|CYP3A4|||||||||||||||||||||||
DrugBank|Harmaline|COC1=CC2=C(C=C1)C1=C(N2)C(C)=NCC1|Harmalol|CC1=NCCC2=C1NC1=CC(O)=CC=C21|CYP2D6|CYP1A2||||||||||||||||||||||||
XMetDB|pyrimidinylpiperazine|C1CN(CCN1)c1ncccn1|2-(piperazin-1-yl)pyrimidin-5-ol|Oc1cnc(nc1)N1CCNCC1|CYP2D6|||||||||||||||||||||||||
XMetDB|pentachlorobiphenyl|Clc1ccc(Cl)c(c1)-c1cc(Cl)c(Cl)cc1Cl|C12H5cl5O|Oc1cc(Cl)c(cc1Cl)-c1cc(Cl)c(Cl)cc1Cl|CYP2A6|||||||||||||||||||||||||
XMetDB|2 acetylaminofluorene|CC(=O)Nc1ccc-2c(Cc3ccccc-23)c1|7-hydroxy-2-acetamidofluorene|CC(=O)Nc1ccc-2c(Cc3cc(O)ccc-23)c1|CYP1A1|||||||||||||||||||||||||
XMetDB|2 acetylaminofluorene|CC(=O)Nc1ccc-2c(Cc3ccccc-23)c1|N-hydroxy-aaf|CC(=O)N(O)c1ccc-2c(Cc3ccccc-23)c1|CYP1A1|||||||||||||||||||||||||
XMetDB|pentachlorobiphenyl|Clc1ccc(Cl)c(c1)-c1cc(Cl)c(Cl)cc1Cl|C12H5cl5O|Oc1cc(Cl)c(cc1Cl)-c1cc(Cl)c(Cl)cc1Cl|CYP3A4|||||||||||||||||||||||||
XMetDB|pentachlorobiphenyl|Clc1ccc(Cl)c(c1)-c1cc(Cl)c(Cl)cc1Cl|C12H5cl5O|Oc1cc(Cl)c(cc1Cl)-c1cc(Cl)c(Cl)cc1Cl|CYP2C18|||||||||||||||||||||||||
XMetDB|2 acetylaminofluorene|CC(=O)Nc1ccc-2c(Cc3ccccc-23)c1|5-hydroxy-2-acetamidofluorene|CC(=O)Nc1ccc-2c(Cc3cccc(O)c-23)c1|CYP1A1|||||||||||||||||||||||||
XMetDB|2 acetylaminofluorene|CC(=O)Nc1ccc-2c(Cc3ccccc-23)c1|1-hydroxy-2-acetamidofluorene|CC(=O)Nc1ccc-2c(Cc3ccccc-23)c1O|CYP1A1|||||||||||||||||||||||||
XMetDB|2 acetylaminofluorene|CC(=O)Nc1ccc-2c(Cc3ccccc-23)c1|N-(9-hydroxy-9H-fluoren-2-yl)acetamide|CC(=O)Nc1ccc-2c(c1)C(O)c1ccccc-21|CYP1A1|||||||||||||||||||||||||
XMetDB|2 acetylaminofluorene|CC(=O)Nc1ccc-2c(Cc3ccccc-23)c1|3-hydroxy-2-acetamidofluorene|CC(=O)Nc1cc2Cc3ccccc3-c2cc1O|CYP1A1|||||||||||||||||||||||||
XMetDB|2 acetylaminofluorene|CC(=O)Nc1ccc-2c(Cc3ccccc-23)c1|1-hydroxy-2-acetamidofluorene|CC(=O)Nc1ccc-2c(Cc3ccccc-23)c1O|CYP1A2|||||||||||||||||||||||||
XMetDB|2 acetylaminofluorene|CC(=O)Nc1ccc-2c(Cc3ccccc-23)c1|7-hydroxy-2-acetamidofluorene|CC(=O)Nc1ccc-2c(Cc3cc(O)ccc-23)c1|CYP1A2|||||||||||||||||||||||||
XMetDB|2 acetylaminofluorene|CC(=O)Nc1ccc-2c(Cc3ccccc-23)c1|3-hydroxy-2-acetamidofluorene|CC(=O)Nc1cc2Cc3ccccc3-c2cc1O|CYP1A2|||||||||||||||||||||||||
XMetDB|2 acetylaminofluorene|CC(=O)Nc1ccc-2c(Cc3ccccc-23)c1|5-hydroxy-2-acetamidofluorene|CC(=O)Nc1ccc-2c(Cc3cccc(O)c-23)c1|CYP1A2|||||||||||||||||||||||||
XMetDB|2 acetylaminofluorene|CC(=O)Nc1ccc-2c(Cc3ccccc-23)c1|N-(9-hydroxy-9H-fluoren-2-yl)acetamide|CC(=O)Nc1ccc-2c(c1)C(O)c1ccccc-21|CYP1A2|||||||||||||||||||||||||
XMetDB|2 acetylaminofluorene|CC(=O)Nc1ccc-2c(Cc3ccccc-23)c1|N-hydroxy-aaf|CC(=O)N(O)c1ccc-2c(Cc3ccccc-23)c1|CYP1A2|||||||||||||||||||||||||
XMetDB|1-(3-bromophenyl)-2-(methylamino)propan-1-one|CNC(C)C(=O)c1cccc(Br)c1|2-amino-1-(3-bromophenyl)propan-1-one|CC(N)C(=O)c1cccc(Br)c1|CYP2B6|||||||||||||||||||||||||
XMetDB|1-(3-bromophenyl)-2-(methylamino)propan-1-one|CNC(C)C(=O)c1cccc(Br)c1|2-amino-1-(3-bromophenyl)propan-1-one|CC(N)C(=O)c1cccc(Br)c1|CYP2D6|||||||||||||||||||||||||
XMetDB|1-(3-bromophenyl)-2-(methylamino)propan-1-one|CNC(C)C(=O)c1cccc(Br)c1|2-amino-1-(3-bromophenyl)propan-1-one|CC(N)C(=O)c1cccc(Br)c1|CYP2C19|||||||||||||||||||||||||
XMetDB|1-(3-bromophenyl)-2-(methylamino)propan-1-one|CNC(C)C(=O)c1cccc(Br)c1|2-amino-1-(3-bromophenyl)propan-1-one|CC(N)C(=O)c1cccc(Br)c1|CYP1A2|||||||||||||||||||||||||
XMetDB|1-(3-bromophenyl)-2-(methylamino)propan-1-one|CNC(C)C(=O)c1cccc(Br)c1|2-amino-1-(3-bromophenyl)propan-1-one|CC(N)C(=O)c1cccc(Br)c1|CYP2E1|||||||||||||||||||||||||
XMetDB|1-(3-bromophenyl)-2-(methylamino)propan-1-one|CNC(C)C(=O)c1cccc(Br)c1|2-amino-1-(3-bromophenyl)propan-1-one|CC(N)C(=O)c1cccc(Br)c1|CYP3A4|||||||||||||||||||||||||
XMetDB|1,3-benzodioxolylbutanamine|CCC(N)Cc1ccc2OCOc2c1|4-(2-aminobutyl)benzene-1,2-diol|CCC(N)Cc1ccc(O)c(O)c1|CYP2C19|||||||||||||||||||||||||
XMetDB|1,3-benzodioxolylbutanamine|CCC(N)Cc1ccc2OCOc2c1|4-(2-aminobutyl)benzene-1,2-diol|CCC(N)Cc1ccc(O)c(O)c1|CYP2D6|||||||||||||||||||||||||
XMetDB|1,3-benzodioxolylbutanamine|CCC(N)Cc1ccc2OCOc2c1|4-(2-aminobutyl)benzene-1,2-diol|CCC(N)Cc1ccc(O)c(O)c1|CYP3A4|||||||||||||||||||||||||
XMetDB|3,4-methylenedioxyamphetamine|CC(N)Cc1ccc2OCOc2c1|α-methyldopamine|CC(N)Cc1ccc(O)c(O)c1|CYP2C19|||||||||||||||||||||||||
XMetDB|3,4-methylenedioxyamphetamine|CC(N)Cc1ccc2OCOc2c1|α-methyldopamine|CC(N)Cc1ccc(O)c(O)c1|CYP2D6|||||||||||||||||||||||||
XMetDB|3,4-methylenedioxyamphetamine|CC(N)Cc1ccc2OCOc2c1|α-methyldopamine|CC(N)Cc1ccc(O)c(O)c1|CYP3A4|||||||||||||||||||||||||
XMetDB|(RS)-dom|COc1cc(CC(C)N)c(OC)cc1C|[4-(2-aminopropyl)-2,5-dimethoxyphenyl]methanol|COc1cc(CC(C)N)c(OC)cc1CO|CYP2D6|||||||||||||||||||||||||
XMetDB|1-(1-benzothiophen-2-yl)ethanone|CC(=O)c1cc2ccccc2s1|2-acetyl-1λ⁴-benzothiophen-1-one|CC(=O)C1=Cc2ccccc2S1=O|CYP1A2|||||||||||||||||||||||||
XMetDB|1-(1-benzothiophen-2-yl)ethanone|CC(=O)c1cc2ccccc2s1|2-acetyl-1λ⁴-benzothiophen-1-one|CC(=O)C1=Cc2ccccc2S1=O|CYP3A4|||||||||||||||||||||||||
XMetDB|1-(1-benzothiophen-2-yl)ethanone|CC(=O)c1cc2ccccc2s1|2-acetyl-1λ⁴-benzothiophen-1-one|CC(=O)C1=Cc2ccccc2S1=O|CYP2B6|||||||||||||||||||||||||
XMetDB|1-(1-benzothiophen-2-yl)ethanone|CC(=O)c1cc2ccccc2s1|2-acetyl-1λ⁴-benzothiophen-1-one|CC(=O)C1=Cc2ccccc2S1=O|CYP2E1|||||||||||||||||||||||||
XMetDB|2H-1-benzopyran-2-one|O=C1Oc2ccccc2C=C1|umbelliferone|Oc1ccc2C=CC(=O)Oc2c1|CYP2A13|||||||||||||||||||||||||
XMetDB|2H-1-benzopyran-2-one|O=C1Oc2ccccc2C=C1|umbelliferone|Oc1ccc2C=CC(=O)Oc2c1|CYP2A6|||||||||||||||||||||||||
XMetDB|fenproporex|CC(Cc1ccccc1)NCCC#N|amphetamine|CC(N)Cc1ccccc1|CYP1A2|||||||||||||||||||||||||
XMetDB|DANA|CCN(CC)N=O|ethyl(nitroso)amine|CCNN=O|CYP2A6|||||||||||||||||||||||||
XMetDB|fenproporex|CC(Cc1ccccc1)NCCC#N|amphetamine|CC(N)Cc1ccccc1|CYP2B6|||||||||||||||||||||||||
XMetDB|fenproporex|CC(Cc1ccccc1)NCCC#N|amphetamine|CC(N)Cc1ccccc1|CYP3A4|||||||||||||||||||||||||
XMetDB|fenproporex|CC(Cc1ccccc1)NCCC#N|amphetamine|CC(N)Cc1ccccc1|CYP2D6|||||||||||||||||||||||||
XMetDB|DANA|CCN(CC)N=O|ethyl(nitroso)amine|CCNN=O|CYP2A13|||||||||||||||||||||||||
XMetDB|hexamethylphosphoramide|CN(C)P(=O)(N(C)C)N(C)C|[dimethylamino(methylamino)phosphoryl]dimethylamine|CNP(=O)(N(C)C)N(C)C|CYP2A13|||||||||||||||||||||||||
XMetDB|hexamethylphosphoramide|CN(C)P(=O)(N(C)C)N(C)C|[dimethylamino(methylamino)phosphoryl]dimethylamine|CNP(=O)(N(C)C)N(C)C|CYP2A6|||||||||||||||||||||||||
XMetDB|dimethylaniline|CN(C)c1ccccc1|methylaniline|CNc1ccccc1|CYP2A6|||||||||||||||||||||||||
XMetDB|dimethylaniline|CN(C)c1ccccc1|methylaniline|CNc1ccccc1|CYP2A13|||||||||||||||||||||||||
XMetDB|ethanone, 1-(2-methoxyphenyl)-|COc1ccccc1C(C)=O|o-acetylphenol|CC(=O)c1ccccc1O|CYP2A13|||||||||||||||||||||||||
XMetDB|ethanone, 1-(2-methoxyphenyl)-|COc1ccccc1C(C)=O|o-acetylphenol|CC(=O)c1ccccc1O|CYP2A6|||||||||||||||||||||||||
XMetDB|N-methyl-N-nitrosobenzeneamine|CN(N=O)c1ccccc1|N-nitrosoaniline|O=NNc1ccccc1|CYP2A6|||||||||||||||||||||||||
XMetDB|N-methyl-N-nitrosobenzeneamine|CN(N=O)c1ccccc1|N-nitrosoaniline|O=NNc1ccccc1|CYP2A13|||||||||||||||||||||||||
XMetDB|methyl tertiary-butyl ether|COC(C)(C)C|2-methyl-2-propanol|CC(C)(C)O|CYP2A13|||||||||||||||||||||||||
XMetDB|methyl tertiary-butyl ether|COC(C)(C)C|2-methyl-2-propanol|CC(C)(C)O|CYP2A6|||||||||||||||||||||||||
XMetDB|NNK|CN(CCCC(=O)c1cccnc1)N=O|4-oxo-4-(pyridin-3-yl)butanal|O=CCCC(=O)c1cccnc1|CYP2A6|||||||||||||||||||||||||
XMetDB|NNK|CN(CCCC(=O)c1cccnc1)N=O|4-oxo-4-(pyridin-3-yl)butanal|O=CCCC(=O)c1cccnc1|CYP2A13|||||||||||||||||||||||||
XMetDB|NNK|CN(CCCC(=O)c1cccnc1)N=O|4-hydroxy-1-(pyridin-3-yl)butan-1-one|OCCCC(=O)c1cccnc1|CYP2A13|||||||||||||||||||||||||
XMetDB|NNK|CN(CCCC(=O)c1cccnc1)N=O|4-hydroxy-1-(pyridin-3-yl)butan-1-one|OCCCC(=O)c1cccnc1|CYP2A6|||||||||||||||||||||||||
XMetDB|phenacetin|CCOc1ccc(NC(C)=O)cc1|acetaminophen|CC(=O)Nc1ccc(O)cc1|CYP1A2|||||||||||||||||||||||||
XMetDB|caffeine|CN1c2ncn(C)c2C(=O)N(C)C1=O|paraxanthine|CN1C(=O)Nc2ncn(C)c2C1=O|CYP1A2|||||||||||||||||||||||||
XMetDB|4-aminobiphenyl|Nc1ccc(cc1)-c1ccccc1|N-hydroxy-4-aminobiphenyl|ONc1ccc(cc1)-c1ccccc1|CYP1A2|||||||||||||||||||||||||
XMetDB|colchicine|COc1cc2CCC(NC(C)=O)C3=CC(=O)C(OC)=CC=C3c2c(OC)c1OC|N-{5-hydroxy-3,4,14-trimethoxy-13-oxotricyclo[9.5.0.0²,⁷]hexadeca-1(16),2,4,6,11,14-hexaen-10-yl}acetamide|COc1c(O)cc2CCC(NC(C)=O)C3=CC(=O)C(OC)=CC=C3c2c1OC|CYP3A4|||||||||||||||||||||||||
XMetDB|colchicine|COc1cc2CCC(NC(C)=O)C3=CC(=O)C(OC)=CC=C3c2c(OC)c1OC|colchicine,2-hydroxy-|COc1cc2CCC(NC(C)=O)C3=CC(=O)C(OC)=CC=C3c2c(OC)c1O|CYP3A4|||||||||||||||||||||||||
XMetDB|1,3-butadiene|C=CC=C|oxirane, ethenyl-|C=CC1CO1|CYP1A2|||||||||||||||||||||||||
XMetDB|1,3-butadiene|C=CC=C|oxirane, ethenyl-|C=CC1CO1|CYP2A6|||||||||||||||||||||||||
XMetDB|1,3-butadiene|C=CC=C|oxirane, ethenyl-|C=CC1CO1|CYP2B6|||||||||||||||||||||||||
XMetDB|1,3-butadiene|C=CC=C|oxirane, ethenyl-|C=CC1CO1|CYP2D6|||||||||||||||||||||||||
XMetDB|1,3-butadiene|C=CC=C|oxirane, ethenyl-|C=CC1CO1|CYP2E1|||||||||||||||||||||||||
XMetDB|propranolol|CC(C)NCC(O)COc1cccc2ccccc12|1-amino-3-(naphthalen-1-yloxy)propan-2-ol|NCC(O)COc1cccc2ccccc12|CYP2D6|||||||||||||||||||||||||
XMetDB|propranolol|CC(C)NCC(O)COc1cccc2ccccc12|4-[2-hydroxy-3-(isopropylamino)propoxy]naphthalen-1-ol|CC(C)NCC(O)COc1ccc(O)c2ccccc12|CYP2D6|||||||||||||||||||||||||
XMetDB|propranolol|CC(C)NCC(O)COc1cccc2ccccc12|5-[2-hydroxy-3-(isopropylamino)propoxy]naphthalen-1-ol|CC(C)NCC(O)COc1cccc2c(O)cccc12|CYP2D6|||||||||||||||||||||||||
XMetDB|1-[(1-fluoropropan-2-yl)amino]-3-(naphthalen-1-yloxy)propan-2-ol|CC(CF)NCC(O)COc1cccc2ccccc12|1-amino-3-(naphthalen-1-yloxy)propan-2-ol|NCC(O)COc1cccc2ccccc12|CYP2D6|||||||||||||||||||||||||
XMetDB|1-[(1-fluoropropan-2-yl)amino]-3-(naphthalen-1-yloxy)propan-2-ol|CC(CF)NCC(O)COc1cccc2ccccc12|4-{3-[(1-fluoropropan-2-yl)amino]-2-hydroxypropoxy}naphthalen-1-ol|CC(CF)NCC(O)COc1ccc(O)c2ccccc12|CYP2D6|||||||||||||||||||||||||
XMetDB|1-[(1-fluoropropan-2-yl)amino]-3-(naphthalen-1-yloxy)propan-2-ol|CC(CF)NCC(O)COc1cccc2ccccc12|5-{3-[(1-fluoropropan-2-yl)amino]-2-hydroxypropoxy}naphthalen-1-ol|CC(CF)NCC(O)COc1cccc2c(O)cccc12|CYP2D6|||||||||||||||||||||||||
XMetDB|1-[(1,1-difluoropropan-2-yl)amino]-3-(naphthalen-1-yloxy)propan-2-ol|CC(NCC(O)COc1cccc2ccccc12)C(F)F|1-amino-3-(naphthalen-1-yloxy)propan-2-ol|NCC(O)COc1cccc2ccccc12|CYP2D6|||||||||||||||||||||||||
XMetDB|1-[(1,1-difluoropropan-2-yl)amino]-3-(naphthalen-1-yloxy)propan-2-ol|CC(NCC(O)COc1cccc2ccccc12)C(F)F|4-{3-[(1,1-difluoropropan-2-yl)amino]-2-hydroxypropoxy}naphthalen-1-ol|CC(NCC(O)COc1ccc(O)c2ccccc12)C(F)F|CYP2D6|||||||||||||||||||||||||
XMetDB|1-[(1,1-difluoropropan-2-yl)amino]-3-(naphthalen-1-yloxy)propan-2-ol|CC(NCC(O)COc1cccc2ccccc12)C(F)F|5-{3-[(1,1-difluoropropan-2-yl)amino]-2-hydroxypropoxy}naphthalen-1-ol|CC(NCC(O)COc1cccc2c(O)cccc12)C(F)F|CYP2D6|||||||||||||||||||||||||
XMetDB|1-(naphthalen-1-yloxy)-3-[(1,1,1-trifluoropropan-2-yl)amino]propan-2-ol|CC(NCC(O)COc1cccc2ccccc12)C(F)(F)F|1-amino-3-(naphthalen-1-yloxy)propan-2-ol|NCC(O)COc1cccc2ccccc12|CYP2D6|||||||||||||||||||||||||
XMetDB|1-(naphthalen-1-yloxy)-3-[(1,1,1-trifluoropropan-2-yl)amino]propan-2-ol|CC(NCC(O)COc1cccc2ccccc12)C(F)(F)F|4-{2-hydroxy-3-[(1,1,1-trifluoropropan-2-yl)amino]propoxy}naphthalen-1-ol|CC(NCC(O)COc1ccc(O)c2ccccc12)C(F)(F)F|CYP2D6|||||||||||||||||||||||||
XMetDB|1-(naphthalen-1-yloxy)-3-[(1,1,1-trifluoropropan-2-yl)amino]propan-2-ol|CC(NCC(O)COc1cccc2ccccc12)C(F)(F)F|5-{2-hydroxy-3-[(1,1,1-trifluoropropan-2-yl)amino]propoxy}naphthalen-1-ol|CC(NCC(O)COc1cccc2c(O)cccc12)C(F)(F)F|CYP2D6|||||||||||||||||||||||||
XMetDB|1-[(3-methylbutan-2-yl)amino]-3-(naphthalen-1-yloxy)propan-2-ol|CC(C)C(C)NCC(O)COc1cccc2ccccc12|1-amino-3-(naphthalen-1-yloxy)propan-2-ol|NCC(O)COc1cccc2ccccc12|CYP2D6|||||||||||||||||||||||||
XMetDB|1-[(3-methylbutan-2-yl)amino]-3-(naphthalen-1-yloxy)propan-2-ol|CC(C)C(C)NCC(O)COc1cccc2ccccc12|4-{2-hydroxy-3-[(3-methylbutan-2-yl)amino]propoxy}naphthalen-1-ol|CC(C)C(C)NCC(O)COc1ccc(O)c2ccccc12|CYP2D6|||||||||||||||||||||||||
XMetDB|1-[(3-methylbutan-2-yl)amino]-3-(naphthalen-1-yloxy)propan-2-ol|CC(C)C(C)NCC(O)COc1cccc2ccccc12|5-{2-hydroxy-3-[(3-methylbutan-2-yl)amino]propoxy}naphthalen-1-ol|CC(C)C(C)NCC(O)COc1cccc2c(O)cccc12|CYP2D6|||||||||||||||||||||||||
XMetDB|1-[(3,3-dimethylbutan-2-yl)amino]-3-(naphthalen-1-yloxy)propan-2-ol|CC(NCC(O)COc1cccc2ccccc12)C(C)(C)C|1-amino-3-(naphthalen-1-yloxy)propan-2-ol|NCC(O)COc1cccc2ccccc12|CYP2D6|||||||||||||||||||||||||
XMetDB|1-[(3,3-dimethylbutan-2-yl)amino]-3-(naphthalen-1-yloxy)propan-2-ol|CC(NCC(O)COc1cccc2ccccc12)C(C)(C)C|4-{3-[(3,3-dimethylbutan-2-yl)amino]-2-hydroxypropoxy}naphthalen-1-ol|CC(NCC(O)COc1ccc(O)c2ccccc12)C(C)(C)C|CYP2D6|||||||||||||||||||||||||
XMetDB|1-[(3,3-dimethylbutan-2-yl)amino]-3-(naphthalen-1-yloxy)propan-2-ol|CC(NCC(O)COc1cccc2ccccc12)C(C)(C)C|5-{3-[(3,3-dimethylbutan-2-yl)amino]-2-hydroxypropoxy}naphthalen-1-ol|CC(NCC(O)COc1cccc2c(O)cccc12)C(C)(C)C|CYP2D6|||||||||||||||||||||||||
XMetDB|1-(naphthalen-1-yloxy)-3-[(4,4,4-trifluorobutan-2-yl)amino]propan-2-ol|CC(CC(F)(F)F)NCC(O)COc1cccc2ccccc12|1-amino-3-(naphthalen-1-yloxy)propan-2-ol|NCC(O)COc1cccc2ccccc12|CYP2D6|||||||||||||||||||||||||
XMetDB|1-(naphthalen-1-yloxy)-3-[(4,4,4-trifluorobutan-2-yl)amino]propan-2-ol|CC(CC(F)(F)F)NCC(O)COc1cccc2ccccc12|4-{2-hydroxy-3-[(4,4,4-trifluorobutan-2-yl)amino]propoxy}naphthalen-1-ol|CC(CC(F)(F)F)NCC(O)COc1ccc(O)c2ccccc12|CYP2D6|||||||||||||||||||||||||
XMetDB|1-(naphthalen-1-yloxy)-3-[(4,4,4-trifluorobutan-2-yl)amino]propan-2-ol|CC(CC(F)(F)F)NCC(O)COc1cccc2ccccc12|5-{2-hydroxy-3-[(4,4,4-trifluorobutan-2-yl)amino]propoxy}naphthalen-1-ol|CC(CC(F)(F)F)NCC(O)COc1cccc2c(O)cccc12|CYP2D6|||||||||||||||||||||||||
XMetDB|isopropyl[3-(naphthalen-1-yloxy)propyl]amine|CC(C)NCCCOc1cccc2ccccc12|4-[3-(isopropylamino)propoxy]naphthalen-1-ol|CC(C)NCCCOc1ccc(O)c2ccccc12|CYP2D6|||||||||||||||||||||||||
XMetDB|isopropyl[3-(naphthalen-1-yloxy)propyl]amine|CC(C)NCCCOc1cccc2ccccc12|5-[3-(isopropylamino)propoxy]naphthalen-1-ol|CC(C)NCCCOc1cccc2c(O)cccc12|CYP2D6|||||||||||||||||||||||||
